,gameId,playId,nflId,displayName,frameId,frameType,time,jerseyNumber,club,playDirection,x,y,s,a,dis,o,dir,event,o_clean,dir_clean,x_clean,y_clean,s_clean,a_clean,dis_clean,dir_radians,v_x,v_y,passAttempt,possessionTeam,defensiveTeam,pff_manZone,defense,week,uniqueId,frameUniqueId,snap_frame,frames_from_snap
0,2022091112,275,38632.0,Kirk Cousins,147,AFTER_SNAP,2022-09-11 20:33:08.9,8.0,MIN,right,99.58,22.83,1.33,1.62,0.14,145.73,234.14,,304.27,215.86,99.58,22.83,1.33,1.62,0.14,3.76746772335496,-1.077899574827562,-0.7791229085237844,1,MIN,GB,0.0,0,1,2022091112_275,2022091112_275_147,128,19
1,2022091112,275,40488.0,Adam Thielen,147,AFTER_SNAP,2022-09-11 20:33:08.9,19.0,MIN,right,111.66,19.11,5.93,0.95,0.6,62.14,65.61,,27.860000000000014,24.389999999999986,111.66,19.11,5.93,0.95,0.6,0.42568580456141675,5.400781581250945,2.4487666919534274,1,MIN,GB,0.0,0,1,2022091112_275,2022091112_275_147,128,19
2,2022091112,275,42381.0,Preston Smith,147,AFTER_SNAP,2022-09-11 20:33:08.9,91.0,GB,right,102.67,19.31,2.8,4.36,0.28,319.28,229.31,,130.72000000000003,220.69000000000005,102.67,19.31,2.8,4.36,0.28,3.851767126226287,-2.1230947844175043,-1.8255050085878124,1,MIN,GB,0.0,1,1,2022091112_275,2022091112_275_147,128,19
3,2022091112,275,42485.0,Adrian Amos,147,AFTER_SNAP,2022-09-11 20:33:08.9,31.0,GB,right,109.85,16.58,1.18,1.83,0.13,270.21,68.93,,179.78999999999996,21.069999999999993,109.85,16.58,1.18,1.83,0.13,0.3677408733952051,1.1011074429647394,0.424219753250191,1,MIN,GB,0.0,1,1,2022091112_275,2022091112_275_147,128,19
4,2022091112,275,43316.0,Kenny Clark,147,AFTER_SNAP,2022-09-11 20:33:08.9,97.0,GB,right,103.41,22.57,2.99,1.71,0.29,263.75,276.81,,186.25,173.19000000000005,103.41,22.57,2.99,1.71,0.29,3.0227357315289805,-2.9689050344999868,0.3545460423141596,1,MIN,GB,0.0,1,1,2022091112_275,2022091112_275_147,128,19
5,2022091112,275,43338.0,Jarran Reed,147,AFTER_SNAP,2022-09-11 20:33:08.9,90.0,GB,right,102.84,25.46,1.44,1.67,0.15,50.31,224.68,,39.69,225.31999999999994,102.84,25.46,1.44,1.67,0.15,3.932575870593622,-1.0125310235608478,-1.0239047447525682,1,MIN,GB,0.0,1,1,2022091112_275,2022091112_275_147,128,19
6,2022091112,275,43404.0,De'Vondre Campbell,147,AFTER_SNAP,2022-09-11 20:33:08.9,59.0,GB,right,108.53,20.2,3.62,3.28,0.34,244.06,178.69,,205.94000000000005,271.30999999999995,108.53,20.2,3.62,3.28,0.34,4.735252793585815,0.08275979284680267,-3.619053856560849,1,MIN,GB,0.0,1,1,2022091112_275,2022091112_275_147,128,19
7,2022091112,275,43426.0,Dean Lowry,147,AFTER_SNAP,2022-09-11 20:33:08.9,94.0,GB,right,102.54,21.18,2.56,1.51,0.26,340.98,232.39,,109.01999999999998,217.61,102.54,21.18,2.56,1.51,0.26,3.798010985264861,-2.027988840622638,-1.562325594205654,1,MIN,GB,0.0,1,1,2022091112_275,2022091112_275_147,128,19
8,2022091112,275,44853.0,Dalvin Cook,147,AFTER_SNAP,2022-09-11 20:33:08.9,4.0,MIN,right,102.38,19.66,3.26,3.2,0.33,309.88,164.17,,140.12,285.83000000000004,102.38,19.66,3.26,3.2,0.33,4.988674600975393,0.8892759242945946,-3.1363654650678057,1,MIN,GB,0.0,0,1,2022091112_275,2022091112_275_147,128,19
9,2022091112,275,44911.0,Rasul Douglas,147,AFTER_SNAP,2022-09-11 20:33:08.9,29.0,GB,right,108.02,27.63,1.99,2.02,0.19,223.87,359.03,,226.13,90.97000000000003,108.02,27.63,1.99,2.02,0.19,1.587726020539242,-0.033688481229397285,1.9897148253537382,1,MIN,GB,0.0,1,1,2022091112_275,2022091112_275_147,128,19
10,2022091112,275,46087.0,Jaire Alexander,147,AFTER_SNAP,2022-09-11 20:33:08.9,23.0,GB,right,111.22,29.44,5.14,1.75,0.52,193.69,166.62,,256.30999999999995,283.38,111.22,29.44,5.14,1.75,0.52,4.945914034301531,1.1894387984309605,-5.000483511100413,1,MIN,GB,0.0,1,1,2022091112_275,2022091112_275_147,128,19
11,2022091112,275,46131.0,Brian O'Neill,147,AFTER_SNAP,2022-09-11 20:33:08.9,75.0,MIN,right,102.29,21.95,2.87,0.86,0.29,165.29,238.98,,284.71000000000004,211.01999999999998,102.29,21.95,2.87,0.86,0.29,3.6829937875584338,-2.4595540282251482,-1.4790179113998065,1,MIN,GB,0.0,0,1,2022091112_275,2022091112_275_147,128,19
